path,module,source_set,classification,inferred_production_reachability,inferred_main_callers_or_consumers,inventory_status,historical_change_or_finding_reference,suggested_disposition
remediation-runs/2026-09-05-confirmed-fixes/evidence/design-toast-cover-01/reports/shared/design-system/build/test-results/desktopTest/TEST-com.parlor.designsystem.icons.ParlorIconsTest.xml,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 38354a9d9b888ed3436444c806ddf48e45997e5b (docs(handoff): preserve complete audit evidence and continuation checkpoint); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-05-confirmed-fixes/evidence/design-toast-cover-01/reports/shared/design-system/build/test-results/desktopTest/TEST-com.parlor.designsystem.localization.AppLanguageSelectionTest.xml,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 38354a9d9b888ed3436444c806ddf48e45997e5b (docs(handoff): preserve complete audit evidence and continuation checkpoint); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-05-confirmed-fixes/evidence/design-toast-cover-01/reports/shared/design-system/build/test-results/desktopTest/TEST-com.parlor.designsystem.localization.PlatformAppLocaleLoadingContractTest.xml,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 38354a9d9b888ed3436444c806ddf48e45997e5b (docs(handoff): preserve complete audit evidence and continuation checkpoint); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-05-confirmed-fixes/evidence/design-toast-cover-01/reports/shared/design-system/build/test-results/desktopTest/TEST-com.parlor.designsystem.localization.ProvideAppLanguageDesktopTest.xml,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 38354a9d9b888ed3436444c806ddf48e45997e5b (docs(handoff): preserve complete audit evidence and continuation checkpoint); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-05-confirmed-fixes/evidence/design-toast-cover-01/reports/shared/design-system/build/test-results/desktopTest/TEST-com.parlor.designsystem.motion.ParlorMotionTest.xml,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 38354a9d9b888ed3436444c806ddf48e45997e5b (docs(handoff): preserve complete audit evidence and continuation checkpoint); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-05-confirmed-fixes/evidence/design-toast-cover-01/reports/shared/design-system/build/test-results/desktopTest/TEST-com.parlor.designsystem.tokens.PaletteCoverageTest.xml,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 38354a9d9b888ed3436444c806ddf48e45997e5b (docs(handoff): preserve complete audit evidence and continuation checkpoint); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-05-confirmed-fixes/evidence/design-toast-cover-01/stop.log,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 38354a9d9b888ed3436444c806ddf48e45997e5b (docs(handoff): preserve complete audit evidence and continuation checkpoint); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-05-confirmed-fixes/evidence/design-toast-cover-01/test-receipts.json,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 38354a9d9b888ed3436444c806ddf48e45997e5b (docs(handoff): preserve complete audit evidence and continuation checkpoint); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-05-confirmed-fixes/evidence/design-toast-cover-02/artifact-receipts.json,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 38354a9d9b888ed3436444c806ddf48e45997e5b (docs(handoff): preserve complete audit evidence and continuation checkpoint); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-05-confirmed-fixes/evidence/design-toast-cover-02/gradle.log,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 38354a9d9b888ed3436444c806ddf48e45997e5b (docs(handoff): preserve complete audit evidence and continuation checkpoint); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-05-confirmed-fixes/evidence/design-toast-cover-02/receipt.json,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 38354a9d9b888ed3436444c806ddf48e45997e5b (docs(handoff): preserve complete audit evidence and continuation checkpoint); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-05-confirmed-fixes/evidence/design-toast-cover-02/reports/shared/design-system/build/test-results/desktopTest/TEST-com.parlor.designsystem.ActiveTextContrastCallSiteTest.xml,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 38354a9d9b888ed3436444c806ddf48e45997e5b (docs(handoff): preserve complete audit evidence and continuation checkpoint); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-05-confirmed-fixes/evidence/design-toast-cover-02/reports/shared/design-system/build/test-results/desktopTest/TEST-com.parlor.designsystem.components.ParlorSafeAreaTest.xml,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 38354a9d9b888ed3436444c806ddf48e45997e5b (docs(handoff): preserve complete audit evidence and continuation checkpoint); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-05-confirmed-fixes/evidence/design-toast-cover-02/reports/shared/design-system/build/test-results/desktopTest/TEST-com.parlor.designsystem.components.ParlorToastConcurrencyTest.xml,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 38354a9d9b888ed3436444c806ddf48e45997e5b (docs(handoff): preserve complete audit evidence and continuation checkpoint); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-05-confirmed-fixes/evidence/design-toast-cover-02/reports/shared/design-system/build/test-results/desktopTest/TEST-com.parlor.designsystem.components.ParlorToastHostInsetsTest.xml,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 38354a9d9b888ed3436444c806ddf48e45997e5b (docs(handoff): preserve complete audit evidence and continuation checkpoint); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-05-confirmed-fixes/evidence/design-toast-cover-02/reports/shared/design-system/build/test-results/desktopTest/TEST-com.parlor.designsystem.components.ParlorToastLifetimeTest.xml,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 38354a9d9b888ed3436444c806ddf48e45997e5b (docs(handoff): preserve complete audit evidence and continuation checkpoint); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-05-confirmed-fixes/evidence/design-toast-cover-02/reports/shared/design-system/build/test-results/desktopTest/TEST-com.parlor.designsystem.components.ParlorToastStateTest.xml,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 38354a9d9b888ed3436444c806ddf48e45997e5b (docs(handoff): preserve complete audit evidence and continuation checkpoint); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-05-confirmed-fixes/evidence/design-toast-cover-02/reports/shared/design-system/build/test-results/desktopTest/TEST-com.parlor.designsystem.components.ReconnectingOverlayFocusTest.xml,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 38354a9d9b888ed3436444c806ddf48e45997e5b (docs(handoff): preserve complete audit evidence and continuation checkpoint); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-05-confirmed-fixes/evidence/design-toast-cover-02/reports/shared/design-system/build/test-results/desktopTest/TEST-com.parlor.designsystem.components.RecoveryActionContrastTest.xml,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 38354a9d9b888ed3436444c806ddf48e45997e5b (docs(handoff): preserve complete audit evidence and continuation checkpoint); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-05-confirmed-fixes/evidence/design-toast-cover-02/reports/shared/design-system/build/test-results/desktopTest/TEST-com.parlor.designsystem.components.SessionExitBackPolicyTest.xml,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 38354a9d9b888ed3436444c806ddf48e45997e5b (docs(handoff): preserve complete audit evidence and continuation checkpoint); independent review not attested,"RETAIN in the current production, build, test, or release contract"
